Open Time,Order,Symbol,Type,Volume,,Price,S / L,T / P,Time,,State,Comment,
2018.05.03 21:00:00,184,EURUSD,sell,0.01 / 0.01,, 1.19835,,,2018.05.03 21:00:00,,filled,,
2018.05.03 22:00:00,185,EURUSD,buy,0.01 / 0.01,, 1.19929,,,2018.05.03 22:00:00,,filled,,
2018.05.04 10:00:00,186,EURUSD,sell,0.01 / 0.01,, 1.19657,,,2018.05.04 10:00:00,,filled,,
2018.05.07 00:01:00,187,EURUSD,buy,0.01 / 0.01,, 1.19579,,,2018.05.07 00:01:00,,filled,,
2018.05.07 03:00:00,188,EURUSD,sell,0.09 / 0.09,, 1.19546,,,2018.05.07 03:00:00,,filled,,
2018.05.07 04:00:00,189,EURUSD,buy,0.09 / 0.09,, 1.19698,,,2018.05.07 04:00:00,,filled,,
2018.05.07 09:00:00,190,EURUSD,sell,0.09 / 0.09,, 1.19522,,,2018.05.07 09:00:00,,filled,,
2018.05.09 14:00:00,191,EURUSD,buy,0.09 / 0.09,, 1.18753,,,2018.05.09 14:00:00,,filled,,
2018.05.09 19:00:00,192,EURUSD,sell,0.09 / 0.09,, 1.18516,,,2018.05.09 19:00:00,,filled,,
2018.05.09 20:00:00,193,EURUSD,buy,0.09 / 0.09,, 1.18550,,,2018.05.09 20:00:00,,filled,,
2018.05.09 21:00:00,194,EURUSD,buy,0.09 / 0.09,, 1.18612,,,2018.05.09 21:00:00,,filled,,
2018.05.09 23:00:00,195,EURUSD,sell,0.09 / 0.09,, 1.18492,,,2018.05.09 23:00:00,,filled,,
2018.05.10 05:00:00,196,EURUSD,buy,0.01 / 0.01,, 1.18635,,,2018.05.10 05:00:00,,filled,,
2018.05.10 06:00:00,197,EURUSD,sell,0.01 / 0.01,, 1.18607,,,2018.05.10 06:00:00,,filled,,
2018.05.10 07:00:00,198,EURUSD,buy,0.01 / 0.01,, 1.18636,,,2018.05.10 07:00:00,,filled,,
2018.05.11 09:00:00,199,EURUSD,sell,0.01 / 0.01,, 1.19101,,,2018.05.11 09:00:00,,filled,,
2018.05.11 12:00:00,200,EURUSD,buy,0.09 / 0.09,, 1.19214,,,2018.05.11 12:00:00,,filled,,
2018.05.14 21:00:00,201,EURUSD,sell,0.09 / 0.09,, 1.19462,,,2018.05.14 21:00:00,,filled,,
2018.05.16 13:00:00,202,EURUSD,sell,0.09 / 0.09,, 1.18077,,,2018.05.16 13:00:00,,filled,,
2018.05.17 01:00:00,203,EURUSD,buy,0.09 / 0.09,, 1.18113,,,2018.05.17 01:00:00,,filled,,
2018.05.17 10:00:00,204,EURUSD,sell,0.09 / 0.09,, 1.18028,,,2018.05.17 10:00:00,,filled,,
2018.05.17 11:00:00,205,EURUSD,buy,0.09 / 0.09,, 1.18221,,,2018.05.17 11:00:00,,filled,,
2018.05.17 13:00:00,206,EURUSD,sell,0.01 / 0.01,, 1.18028,,,2018.05.17 13:00:00,,filled,,
2018.05.18 04:00:00,207,EURUSD,buy,0.01 / 0.01,, 1.18054,,,2018.05.18 04:00:00,,filled,,
2018.05.18 13:00:00,208,EURUSD,sell,0.01 / 0.01,, 1.17765,,,2018.05.18 13:00:00,,filled,,
2018.05.21 15:00:00,209,EURUSD,buy,0.01 / 0.01,, 1.17616,,,2018.05.21 15:00:00,,filled,,
2018.05.22 08:00:00,210,EURUSD,sell,0.09 / 0.09,, 1.17741,,,2018.05.22 08:00:00,,filled,,
2018.05.22 09:00:00,211,EURUSD,buy,0.09 / 0.09,, 1.17835,,,2018.05.22 09:00:00,,filled,,
2018.05.22 10:00:00,212,EURUSD,sell,0.09 / 0.09,, 1.17616,,,2018.05.22 10:00:00,,filled,,
2018.05.22 11:00:00,213,EURUSD,buy,0.09 / 0.09,, 1.18176,,,2018.05.22 11:00:00,,filled,,
2018.05.22 16:00:00,214,EURUSD,sell,0.01 / 0.01,, 1.17811,,,2018.05.22 16:00:00,,filled,,
2018.05.22 17:00:00,215,EURUSD,buy,0.01 / 0.01,, 1.17895,,,2018.05.22 17:00:00,,filled,,
2018.05.24 05:00:00,216,EURUSD,sell,0.01 / 0.01,, 1.16960,,,2018.05.24 05:00:00,,filled,,
2018.05.24 06:00:00,217,EURUSD,buy,0.01 / 0.01,, 1.17061,,,2018.05.24 06:00:00,,filled,,
2018.05.25 00:00:00,218,EURUSD,sell,0.01 / 0.01,, 1.17202,,,2018.05.25 00:00:00,,filled,,
2018.05.25 12:00:00,219,EURUSD,buy,0.01 / 0.01,, 1.17271,,,2018.05.25 12:00:00,,filled,,
2018.05.25 13:00:00,220,EURUSD,sell,0.01 / 0.01,, 1.17141,,,2018.05.25 13:00:00,,filled,,
2018.05.28 01:00:00,221,EURUSD,buy,0.01 / 0.01,, 1.16889,,,2018.05.28 01:00:00,,filled,,
2018.05.28 12:00:00,222,EURUSD,sell,0.09 / 0.09,, 1.16780,,,2018.05.28 12:00:00,,filled,,
