,date_time,currency,impact,name,actual,forecast,previous
0,2007-12-02 19:30:00,AUD,High Impact Expected,Trade Balance,-2.98,-1.88,-1.92
1,2007-12-03 10:00:00,USD,High Impact Expected,ISM Manufacturing PMI,50.8,50.5,50.9
2,2007-12-03 19:30:00,AUD,High Impact Expected,Building Approvals m/m,-2.8,-1.9,8.6
3,2007-12-03 19:30:00,AUD,High Impact Expected,Retail Sales m/m,0.2,0.6,0.7
4,2007-12-04 09:00:00,CAD,High Impact Expected,BOC Rate Statement,0.0,0.0,0.0
5,2007-12-04 09:00:00,CAD,High Impact Expected,Overnight Rate,4.25,4.5,4.5
6,2007-12-04 17:30:00,AUD,High Impact Expected,Cash Rate,6.75,6.75,6.75
7,2007-12-04 17:30:00,AUD,High Impact Expected,Monetary Policy Meeting Minutes,0.0,0.0,0.0
8,2007-12-04 17:30:00,AUD,High Impact Expected,RBA Rate Statement,0.0,0.0,0.0
9,2007-12-04 19:30:00,AUD,High Impact Expected,GDP q/q,1.0,1.0,0.7
10,2007-12-05 03:00:00,GBP,High Impact Expected,Halifax HPI m/m,-1.1,0.0,-0.7
11,2007-12-05 08:15:00,USD,High Impact Expected,ADP Non-Farm Employment Change,189.0,50.0,119.0
12,2007-12-05 10:00:00,USD,High Impact Expected,ISM Non-Manufacturing PMI,54.1,55.0,55.8
13,2007-12-05 15:00:00,NZD,High Impact Expected,Official Cash Rate,8.25,8.25,8.25
14,2007-12-05 15:00:00,NZD,High Impact Expected,RBNZ Press Conference,0.0,0.0,0.0
15,2007-12-05 15:00:00,NZD,High Impact Expected,RBNZ Rate Statement,0.0,0.0,0.0
16,2007-12-06 04:30:00,GBP,High Impact Expected,Manufacturing Production m/m,0.3,0.2,-0.6
17,2007-12-06 07:00:00,GBP,High Impact Expected,MPC Rate Statement,0.0,0.0,0.0
18,2007-12-06 07:00:00,GBP,High Impact Expected,Official Bank Rate,5.5,5.75,5.75
19,2007-12-06 07:30:00,USD,High Impact Expected,FOMC Member Kroszner Speaks,0.0,0.0,0.0
20,2007-12-06 08:30:00,EUR,High Impact Expected,ECB Press Conference,0.0,0.0,0.0
21,2007-12-06 10:00:00,CAD,High Impact Expected,Ivey PMI,58.7,55.0,57.1
22,2007-12-07 07:00:00,CAD,High Impact Expected,Employment Change,42.6,8.0,63.0
23,2007-12-07 07:00:00,CAD,High Impact Expected,Unemployment Rate,5.9,5.9,5.8
24,2007-12-07 08:30:00,USD,High Impact Expected,Non-Farm Employment Change,94.0,75.0,170.0
25,2007-12-07 08:30:00,USD,High Impact Expected,Unemployment Rate,4.7,4.8,4.7
26,2007-12-07 10:00:00,USD,High Impact Expected,Prelim UoM Consumer Sentiment,74.5,75.0,76.1
27,2007-12-10 04:30:00,GBP,High Impact Expected,PPI Input m/m,1.7,1.4,1.8
28,2007-12-10 08:15:00,CAD,High Impact Expected,Housing Starts,228.0,220.0,228.0
29,2007-12-10 10:00:00,USD,High Impact Expected,Pending Home Sales m/m,0.6,-1.0,1.4
30,2007-12-10 21:50:00,CNY,High Impact Expected,USD-Denominated Trade Balance,26.3,26.6,27.1
31,2007-12-11 02:00:00,AUD,High Impact Expected,RBA Gov Stevens Speaks,0.0,0.0,0.0
32,2007-12-11 14:15:00,USD,High Impact Expected,FOMC Statement,0.0,0.0,0.0
33,2007-12-11 14:15:00,USD,High Impact Expected,Federal Funds Rate,4.25,4.25,4.5
34,2007-12-12 04:30:00,GBP,High Impact Expected,Average Earnings Index 3m/y,4.0,4.2,4.1
35,2007-12-12 08:30:00,CAD,High Impact Expected,Trade Balance,3.3,2.3,2.8
36,2007-12-12 08:30:00,USD,High Impact Expected,Fed Announcement,0.0,0.0,0.0
37,2007-12-12 08:30:00,USD,High Impact Expected,Trade Balance,-57.8,-57.3,-57.1
38,2007-12-12 16:45:00,NZD,High Impact Expected,Core Retail Sales m/m,-1.1,0.0,0.4
39,2007-12-12 16:45:00,NZD,High Impact Expected,Retail Sales m/m,-0.7,0.0,1.0
40,2007-12-12 19:30:00,AUD,High Impact Expected,Employment Change,52.6,20.0,-6.9
41,2007-12-12 21:00:00,CNY,High Impact Expected,Industrial Production y/y,17.3,18.2,17.9
42,2007-12-13 03:30:00,CHF,High Impact Expected,Libor Rate,2.75,2.75,2.75
43,2007-12-13 03:30:00,CHF,High Impact Expected,SNB Monetary Policy Assessment,0.0,0.0,0.0
44,2007-12-13 03:30:00,CHF,High Impact Expected,SNB Press Conference,0.0,0.0,0.0
45,2007-12-13 08:30:00,USD,High Impact Expected,Core Retail Sales m/m,1.8,0.6,0.4
46,2007-12-13 08:30:00,USD,High Impact Expected,PPI m/m,3.2,1.6,0.1
47,2007-12-13 08:30:00,USD,High Impact Expected,Retail Sales m/m,1.2,0.5,0.2
48,2007-12-13 18:50:00,JPY,High Impact Expected,Tankan Manufacturing Index,19.0,21.0,23.0
49,2007-12-14 08:30:00,USD,High Impact Expected,Core CPI m/m,0.3,0.2,0.2
50,2007-12-17 09:00:00,USD,High Impact Expected,TIC Long-Term Purchases,114.0,49.0,15.4
51,2007-12-17 19:30:00,AUD,High Impact Expected,Monetary Policy Meeting Minutes,0.0,0.0,0.0
52,2007-12-18 03:15:00,CHF,High Impact Expected,Retail Sales y/y,6.1,5.1,3.0
53,2007-12-18 04:30:00,GBP,High Impact Expected,CPI y/y,2.1,2.2,2.1
54,2007-12-18 05:35:00,GBP,High Impact Expected,BOE Gov King Speaks,0.0,0.0,0.0
55,2007-12-18 07:00:00,CAD,High Impact Expected,Core CPI m/m,0.0,0.2,-0.2
56,2007-12-18 08:30:00,USD,High Impact Expected,Building Permits,1.15,1.15,1.17
57,2007-12-19 04:00:00,EUR,High Impact Expected,ECB President Trichet Speaks,0.0,0.0,0.0
58,2007-12-19 04:00:00,EUR,High Impact Expected,German Ifo Business Climate,103.0,103.8,104.2
59,2007-12-19 04:30:00,GBP,High Impact Expected,MPC Official Bank Rate Votes,0.0,0.0,0.0
60,2007-12-19 16:45:00,NZD,High Impact Expected,Current Account,-5.17,-4.92,-2.99
61,2007-12-20 02:17:00,JPY,High Impact Expected,BOJ Press Conference,0.0,0.0,0.0
62,2007-12-20 04:30:00,GBP,High Impact Expected,Current Account,-20.0,-11.3,-13.7
63,2007-12-20 16:45:00,NZD,High Impact Expected,GDP q/q,0.5,0.4,0.8
64,2007-12-21 04:30:00,GBP,High Impact Expected,Retail Sales m/m,0.4,0.2,0.0
65,2007-12-21 08:30:00,CAD,High Impact Expected,Core Retail Sales m/m,0.0,0.0,0.2
66,2007-12-21 08:30:00,CAD,High Impact Expected,GDP m/m,0.2,0.1,0.1
67,2007-12-27 08:30:00,USD,High Impact Expected,Core Durable Goods Orders m/m,-0.7,0.5,-0.9
68,2007-12-27 10:00:00,USD,High Impact Expected,CB Consumer Confidence,88.6,86.5,87.8
69,2007-12-28 10:00:00,USD,High Impact Expected,New Home Sales,647.0,718.0,711.0
70,2007-12-31 10:00:00,USD,High Impact Expected,Existing Home Sales,5.0,4.97,4.98
71,2007-12-31 20:00:00,CNY,High Impact Expected,Manufacturing PMI,55.3,0.0,55.4
72,2007-01-02 10:00:00,USD,High Impact Expected,ISM Manufacturing PMI,47.7,50.7,50.8
73,2007-01-02 14:00:00,USD,High Impact Expected,FOMC Meeting Minutes,0.0,0.0,0.0
74,2007-01-03 08:15:00,USD,High Impact Expected,ADP Non-Farm Employment Change,40.0,45.0,173.0
75,2007-01-04 01:45:00,CHF,High Impact Expected,CPI m/m,0.2,0.1,0.5
76,2007-01-04 08:30:00,USD,High Impact Expected,Non-Farm Employment Change,18.0,70.0,115.0
77,2007-01-04 08:30:00,USD,High Impact Expected,Unemployment Rate,5.0,4.8,4.7
78,2007-01-04 10:00:00,CAD,High Impact Expected,Ivey PMI,45.9,51.5,58.7
79,2007-01-04 10:00:00,USD,High Impact Expected,ISM Non-Manufacturing PMI,53.9,53.5,54.1
80,2008-01-06 16:45:00,NZD,High Impact Expected,Trade Balance,-646.0,-473.0,-717.0
81,2008-01-07 19:30:00,AUD,High Impact Expected,Building Approvals m/m,8.9,0.0,-3.6
82,2008-01-08 03:00:00,GBP,High Impact Expected,Halifax HPI m/m,1.3,-0.5,-1.1
83,2008-01-08 10:00:00,USD,High Impact Expected,Pending Home Sales m/m,-2.6,-0.7,3.7
84,2008-01-08 19:30:00,AUD,High Impact Expected,Retail Sales m/m,0.8,0.5,0.3
85,2008-01-09 08:15:00,CAD,High Impact Expected,Housing Starts,188.0,220.0,233.0
86,2008-01-09 19:30:00,AUD,High Impact Expected,Trade Balance,-2.25,-2.54,-2.86
87,2008-01-10 07:00:00,GBP,High Impact Expected,Official Bank Rate,5.5,5.5,5.5
88,2008-01-10 08:30:00,EUR,High Impact Expected,ECB Press Conference,0.0,0.0,0.0
89,2008-01-10 12:16:00,USD,High Impact Expected,Fed Chairman Bernanke Speaks,0.0,0.0,0.0
90,2008-01-10 23:00:00,CNY,High Impact Expected,USD-Denominated Trade Balance,22.7,24.4,26.3
91,2008-01-11 04:30:00,GBP,High Impact Expected,Manufacturing Production m/m,-0.1,0.1,0.3
92,2008-01-11 07:00:00,CAD,High Impact Expected,Employment Change,-18.7,15.0,42.6
93,2008-01-11 07:00:00,CAD,High Impact Expected,Unemployment Rate,5.9,5.9,5.9
94,2008-01-11 08:30:00,CAD,High Impact Expected,Trade Balance,3.7,3.2,3.1
95,2008-01-11 08:30:00,USD,High Impact Expected,Trade Balance,-63.1,-59.5,-57.8
96,2008-01-14 04:30:00,GBP,High Impact Expected,PPI Input m/m,0.5,0.8,2.0
97,2008-01-14 10:30:00,CAD,High Impact Expected,BOC Business Outlook Survey,0.0,0.0,0.0
98,2008-01-14 16:05:00,NZD,High Impact Expected,NZIER Business Confidence,-26.0,0.0,-27.0
99,2008-01-15 04:30:00,GBP,High Impact Expected,CPI y/y,2.1,2.0,2.1
100,2008-01-15 08:30:00,USD,High Impact Expected,Core Retail Sales m/m,-0.4,-0.1,1.7
101,2008-01-15 08:30:00,USD,High Impact Expected,PPI m/m,-0.1,0.2,3.2
102,2008-01-15 08:30:00,USD,High Impact Expected,Retail Sales m/m,-0.4,0.0,1.0
103,2008-01-16 04:30:00,GBP,High Impact Expected,Average Earnings Index 3m/y,4.0,3.9,4.0
104,2008-01-16 08:30:00,USD,High Impact Expected,Core CPI m/m,0.2,0.2,0.3
105,2008-01-16 09:00:00,USD,High Impact Expected,TIC Long-Term Purchases,90.9,70.0,114.0
106,2008-01-16 16:45:00,NZD,High Impact Expected,CPI q/q,1.2,1.0,0.5
107,2008-01-16 19:30:00,AUD,High Impact Expected,Employment Change,20.1,20.0,47.6
108,2008-01-17 08:30:00,USD,High Impact Expected,Building Permits,1.07,1.14,1.16
109,2008-01-17 10:00:00,USD,High Impact Expected,Fed Chairman Bernanke Testifies,0.0,0.0,0.0
110,2008-01-17 16:45:00,NZD,High Impact Expected,Core Retail Sales m/m,0.9,0.7,-1.0
111,2008-01-17 16:45:00,NZD,High Impact Expected,Retail Sales m/m,2.0,0.7,-0.6
112,2008-01-18 04:30:00,GBP,High Impact Expected,Retail Sales m/m,-0.4,0.2,0.4
113,2008-01-18 08:20:00,AUD,High Impact Expected,RBA Gov Stevens Speaks,0.0,0.0,0.0
114,2008-01-18 10:00:00,USD,High Impact Expected,Prelim UoM Consumer Sentiment,80.5,74.8,75.5
115,2008-01-20 19:30:00,AUD,High Impact Expected,PPI q/q,0.6,1.1,1.1
116,2008-01-22 02:16:00,JPY,High Impact Expected,BOJ Press Conference,0.0,0.0,0.0
117,2008-01-22 03:15:00,CHF,High Impact Expected,Retail Sales y/y,2.9,3.9,6.1
118,2008-01-22 08:20:00,USD,High Impact Expected,FOMC Statement,0.0,0.0,0.0
119,2008-01-22 08:20:00,USD,High Impact Expected,Federal Funds Rate,3.5,0.0,4.25
120,2008-01-22 08:30:00,CAD,High Impact Expected,Core Retail Sales m/m,1.7,0.4,0.1
121,2008-01-22 09:00:00,CAD,High Impact Expected,BOC Rate Statement,0.0,0.0,0.0
122,2008-01-22 09:00:00,CAD,High Impact Expected,Overnight Rate,4.0,4.0,4.25
123,2008-01-22 15:10:00,GBP,High Impact Expected,BOE Gov King Speaks,0.0,0.0,0.0
124,2008-01-22 19:30:00,AUD,High Impact Expected,CPI q/q,0.9,1.0,0.7
125,2008-01-23 04:30:00,GBP,High Impact Expected,MPC Official Bank Rate Votes,0.0,0.0,0.0
126,2008-01-23 04:30:00,GBP,High Impact Expected,Prelim GDP q/q,0.6,0.5,0.7
127,2008-01-23 15:00:00,NZD,High Impact Expected,Official Cash Rate,8.25,8.25,8.25
128,2008-01-23 15:00:00,NZD,High Impact Expected,RBNZ Rate Statement,0.0,0.0,0.0
129,2008-01-23 21:00:00,CNY,High Impact Expected,GDP q/y,11.2,11.3,11.5
130,2008-01-24 04:00:00,EUR,High Impact Expected,German Ifo Business Climate,103.4,102.3,103.0
131,2008-01-24 08:30:00,USD,High Impact Expected,Unemployment Claims,301.0,320.0,302.0
132,2008-01-24 10:00:00,USD,High Impact Expected,Existing Home Sales,4.89,4.95,5.0
133,2008-01-24 10:30:00,CAD,High Impact Expected,BOC Monetary Policy Report,0.0,0.0,0.0
134,2008-01-24 11:15:00,CAD,High Impact Expected,BOC Press Conference,0.0,0.0,0.0
135,2008-01-24 11:35:00,EUR,High Impact Expected,ECB President Trichet Speaks,0.0,0.0,0.0
136,2008-01-25 07:00:00,CAD,High Impact Expected,Core CPI m/m,-0.3,-0.1,0.0
137,2008-01-28 10:00:00,USD,High Impact Expected,New Home Sales,604.0,645.0,634.0
138,2008-01-29 06:00:00,GBP,High Impact Expected,CBI Realized Sales,4.0,6.0,8.0
139,2008-01-29 08:30:00,USD,High Impact Expected,Core Durable Goods Orders m/m,2.6,0.0,-0.4
140,2008-01-29 10:00:00,USD,High Impact Expected,CB Consumer Confidence,87.9,87.0,90.6
141,2008-01-30 08:15:00,USD,High Impact Expected,ADP Non-Farm Employment Change,130.0,40.0,37.0
142,2008-01-30 08:30:00,USD,High Impact Expected,Advance GDP q/q,0.6,1.2,4.9
143,2008-01-30 14:15:00,USD,High Impact Expected,FOMC Statement,0.0,0.0,0.0
144,2008-01-30 14:15:00,USD,High Impact Expected,Federal Funds Rate,3.0,3.0,3.5
145,2008-01-30 16:45:00,NZD,High Impact Expected,Trade Balance,33.0,-352.0,-628.0
146,2008-01-31 02:00:00,GBP,High Impact Expected,Nationwide HPI m/m,-0.1,-0.4,-0.4
147,2008-01-31 08:30:00,CAD,High Impact Expected,GDP m/m,0.1,0.2,0.2
148,2008-01-31 20:00:00,CNY,High Impact Expected,Manufacturing PMI,53.0,0.0,55.3
149,2008-02-01 08:30:00,USD,High Impact Expected,Non-Farm Employment Change,-17.0,65.0,82.0
150,2008-02-01 08:30:00,USD,High Impact Expected,Unemployment Rate,4.9,5.0,5.0
151,2008-02-01 10:00:00,USD,High Impact Expected,ISM Manufacturing PMI,50.7,47.3,47.7
152,2008-02-03 19:30:00,AUD,High Impact Expected,Trade Balance,-1.94,-2.04,-2.16
153,2008-02-04 16:45:00,NZD,High Impact Expected,Labor Cost Index q/q,1.1,0.8,0.9
154,2008-02-04 19:30:00,AUD,High Impact Expected,Building Approvals m/m,-16.0,-3.8,8.2
155,2008-02-04 19:30:00,AUD,High Impact Expected,Retail Sales m/m,0.5,0.6,0.8
156,2008-02-04 22:30:00,AUD,High Impact Expected,Cash Rate,7.0,7.0,6.75
157,2008-02-04 22:30:00,AUD,High Impact Expected,RBA Rate Statement,0.0,0.0,0.0
158,2008-02-05 03:00:00,GBP,High Impact Expected,Halifax HPI m/m,0.0,-0.4,1.4
159,2008-02-05 10:00:00,USD,High Impact Expected,ISM Non-Manufacturing PMI,44.6,52.4,53.2
160,2008-02-06 10:00:00,CAD,High Impact Expected,Ivey PMI,56.2,47.0,45.9
161,2008-02-06 16:45:00,NZD,High Impact Expected,Employment Change q/q,1.1,0.3,-0.3
162,2008-02-06 16:45:00,NZD,High Impact Expected,Unemployment Rate,3.4,3.6,3.5
163,2008-02-07 04:30:00,GBP,High Impact Expected,Manufacturing Production m/m,-0.2,0.1,-0.1
164,2008-02-07 07:00:00,GBP,High Impact Expected,MPC Rate Statement,0.0,0.0,0.0
165,2008-02-07 07:00:00,GBP,High Impact Expected,Official Bank Rate,5.25,5.25,5.5
166,2008-02-07 08:30:00,EUR,High Impact Expected,ECB Press Conference,0.0,0.0,0.0
167,2008-02-07 08:30:00,USD,High Impact Expected,Unemployment Claims,356.0,340.0,378.0
168,2008-02-07 10:00:00,USD,High Impact Expected,Pending Home Sales m/m,-1.5,-1.0,-3.0
169,2008-02-08 01:45:00,CHF,High Impact Expected,CPI m/m,-0.3,-0.5,0.2
170,2008-02-08 07:00:00,CAD,High Impact Expected,Employment Change,46.4,10.0,-18.7
171,2008-02-08 07:00:00,CAD,High Impact Expected,Unemployment Rate,5.8,6.0,5.9
172,2008-02-08 08:15:00,CAD,High Impact Expected,Housing Starts,223.0,210.0,185.0
173,2008-02-08 00:00:00,All,High Impact Expected,G7 Meetings,0.0,0.0,0.0
174,2008-02-10 19:30:00,AUD,High Impact Expected,Home Loans m/m,0.1,-0.9,3.3
175,2008-02-10 19:30:00,AUD,High Impact Expected,RBA Monetary Policy Statement,0.0,0.0,0.0
176,2008-02-11 04:30:00,GBP,High Impact Expected,PPI Input m/m,2.6,1.0,1.4
177,2008-02-12 04:30:00,GBP,High Impact Expected,CPI y/y,2.2,2.3,2.1
178,2008-02-12 16:45:00,NZD,High Impact Expected,PPI Input q/q,1.3,1.2,2.3
179,2008-02-13 04:30:00,GBP,High Impact Expected,Claimant Count Change,-10.8,-5.2,-8.7
180,2008-02-13 05:30:00,GBP,High Impact Expected,BOE Gov King Speaks,0.0,0.0,0.0
181,2008-02-13 05:30:00,GBP,High Impact Expected,BOE Inflation Report,0.0,0.0,0.0
182,2008-02-13 08:30:00,USD,High Impact Expected,Core Retail Sales m/m,0.3,0.2,-0.3
183,2008-02-13 08:30:00,USD,High Impact Expected,Retail Sales m/m,0.3,-0.2,-0.4
184,2008-02-13 18:50:00,JPY,High Impact Expected,Prelim GDP q/q,0.9,0.4,0.4
185,2008-02-13 19:30:00,AUD,High Impact Expected,Employment Change,26.8,15.0,24.8
186,2008-02-14 02:00:00,EUR,High Impact Expected,German Prelim GDP q/q,0.3,0.3,0.7
187,2008-02-14 08:30:00,CAD,High Impact Expected,Trade Balance,2.4,3.6,3.8
188,2008-02-14 08:30:00,USD,High Impact Expected,Trade Balance,-58.8,-61.8,-63.1
189,2008-02-14 10:00:00,USD,High Impact Expected,Fed Chairman Bernanke Testifies,0.0,0.0,0.0
190,2008-02-14 16:45:00,NZD,High Impact Expected,Core Retail Sales m/m,0.3,0.2,0.8
191,2008-02-14 16:45:00,NZD,High Impact Expected,Retail Sales m/m,0.1,0.1,1.7
192,2008-02-15 02:24:00,JPY,High Impact Expected,BOJ Press Conference,0.0,0.0,0.0
193,2008-02-15 03:00:00,CNY,High Impact Expected,USD-Denominated Trade Balance,19.5,17.2,22.7
194,2008-02-15 09:00:00,USD,High Impact Expected,TIC Long-Term Purchases,56.5,73.0,90.9
195,2008-02-15 09:55:00,USD,High Impact Expected,Prelim UoM Consumer Sentiment,69.6,76.0,78.4
196,2008-02-18 14:30:00,CAD,High Impact Expected,BOC Gov Carney Speaks,0.0,0.0,0.0
197,2008-02-18 19:30:00,AUD,High Impact Expected,Monetary Policy Meeting Minutes,0.0,0.0,0.0
198,2008-02-19 07:00:00,CAD,High Impact Expected,Core CPI m/m,0.1,0.1,-0.3
199,2008-02-20 04:30:00,GBP,High Impact Expected,MPC Official Bank Rate Votes,0.0,0.0,0.0
200,2008-02-20 08:30:00,USD,High Impact Expected,Building Permits,1.05,1.05,1.08
201,2008-02-20 08:30:00,USD,High Impact Expected,Core CPI m/m,0.3,0.2,0.2
202,2008-02-20 14:00:00,USD,High Impact Expected,FOMC Meeting Minutes,0.0,0.0,0.0
203,2008-02-21 04:30:00,GBP,High Impact Expected,Retail Sales m/m,0.8,0.3,-0.2
204,2008-02-22 08:30:00,CAD,High Impact Expected,Core Retail Sales m/m,-0.4,0.4,2.0
205,2008-02-25 10:00:00,USD,High Impact Expected,Existing Home Sales,4.89,4.8,4.91
206,2008-02-25 21:00:00,NZD,High Impact Expected,Inflation Expectations q/q,2.7,0.0,2.7
207,2008-02-26 04:00:00,EUR,High Impact Expected,German Ifo Business Climate,104.1,103.0,103.4
208,2008-02-26 06:00:00,GBP,High Impact Expected,CBI Realized Sales,-3.0,2.0,4.0
209,2008-02-26 08:30:00,USD,High Impact Expected,PPI m/m,1.0,0.4,-0.1
210,2008-02-26 10:00:00,USD,High Impact Expected,CB Consumer Confidence,75.0,82.0,87.3
211,2008-02-27 04:30:00,GBP,High Impact Expected,Second Estimate GDP q/q,0.6,0.6,0.7
212,2008-02-27 08:30:00,USD,High Impact Expected,Core Durable Goods Orders m/m,-1.6,-1.4,2.0
213,2008-02-27 10:00:00,USD,High Impact Expected,Fed Chairman Bernanke Testifies,0.0,0.0,0.0
214,2008-02-27 10:00:00,USD,High Impact Expected,New Home Sales,588.0,600.0,605.0
215,2008-02-27 19:30:00,AUD,High Impact Expected,Private Capital Expenditure q/q,5.1,3.0,-6.2
216,2008-02-28 08:30:00,USD,High Impact Expected,Prelim GDP q/q,0.6,0.7,0.6
217,2008-02-28 10:00:00,USD,High Impact Expected,Fed Chairman Bernanke Testifies,0.0,0.0,0.0
218,2008-02-28 16:45:00,NZD,High Impact Expected,Trade Balance,-320.0,-272.0,33.0
219,2008-02-29 02:00:00,GBP,High Impact Expected,Nationwide HPI m/m,-0.5,0.0,-0.3
220,2008-02-29 20:00:00,CNY,High Impact Expected,Manufacturing PMI,53.4,0.0,53.0
221,2008-03-03 04:30:00,GBP,High Impact Expected,Manufacturing PMI,51.3,51.0,50.7
222,2008-03-03 08:30:00,CAD,High Impact Expected,GDP m/m,-0.7,-0.2,0.1
223,2008-03-03 10:00:00,USD,High Impact Expected,ISM Manufacturing PMI,48.3,48.0,50.7
224,2008-03-03 19:30:00,AUD,High Impact Expected,Retail Sales m/m,0.0,0.5,0.4
225,2008-03-03 22:30:00,AUD,High Impact Expected,Cash Rate,7.25,7.25,7.0
226,2008-03-03 22:30:00,AUD,High Impact Expected,RBA Rate Statement,0.0,0.0,0.0
227,2008-03-04 01:45:00,CHF,High Impact Expected,CPI m/m,0.1,0.2,-0.3
228,2008-03-04 09:00:00,CAD,High Impact Expected,BOC Rate Statement,0.0,0.0,0.0
229,2008-03-04 09:00:00,CAD,High Impact Expected,Overnight Rate,3.5,3.75,4.0
230,2008-03-04 09:00:00,USD,High Impact Expected,Fed Chairman Bernanke Speaks,0.0,0.0,0.0
231,2008-03-04 10:00:00,USD,High Impact Expected,FOMC Member Kohn Speaks,0.0,0.0,0.0
232,2008-03-04 19:30:00,AUD,High Impact Expected,GDP q/q,0.6,0.8,1.1
233,2008-03-05 04:30:00,GBP,High Impact Expected,Services PMI,54.0,52.0,52.5
234,2008-03-05 08:15:00,USD,High Impact Expected,ADP Non-Farm Employment Change,-23.0,10.0,119.0
235,2008-03-05 10:00:00,USD,High Impact Expected,ISM Non-Manufacturing PMI,49.3,47.6,44.6
236,2008-03-05 15:00:00,NZD,High Impact Expected,Official Cash Rate,8.25,8.25,8.25
237,2008-03-05 15:00:00,NZD,High Impact Expected,RBNZ Press Conference,0.0,0.0,0.0
238,2008-03-05 15:00:00,NZD,High Impact Expected,RBNZ Rate Statement,0.0,0.0,0.0
239,2008-03-05 19:30:00,AUD,High Impact Expected,Building Approvals m/m,1.9,5.5,-11.3
240,2008-03-05 19:30:00,AUD,High Impact Expected,Trade Balance,-2.72,-2.61,-1.94
241,2008-03-06 03:00:00,GBP,High Impact Expected,Halifax HPI m/m,-0.3,-0.2,0.0
242,2008-03-06 07:00:00,GBP,High Impact Expected,Official Bank Rate,5.25,5.25,5.25
243,2008-03-06 07:45:00,EUR,High Impact Expected,Main Refinancing Rate,4.0,4.0,4.0
244,2008-03-06 08:30:00,EUR,High Impact Expected,ECB Press Conference,0.0,0.0,0.0
245,2008-03-06 10:00:00,CAD,High Impact Expected,Ivey PMI,62.0,55.0,56.2
246,2008-03-06 10:00:00,USD,High Impact Expected,Pending Home Sales m/m,0.0,-1.0,-1.2
247,2008-03-07 02:16:00,JPY,High Impact Expected,BOJ Press Conference,0.0,0.0,0.0
248,2008-03-07 07:00:00,CAD,High Impact Expected,Employment Change,43.3,3.0,46.4
249,2008-03-07 07:00:00,CAD,High Impact Expected,Unemployment Rate,5.8,5.9,5.8
250,2008-03-07 08:30:00,USD,High Impact Expected,Fed Announcement,0.0,0.0,0.0
251,2008-03-07 08:30:00,USD,High Impact Expected,Non-Farm Employment Change,-63.0,25.0,-22.0
252,2008-03-07 08:30:00,USD,High Impact Expected,Unemployment Rate,4.8,5.0,4.9
253,2008-03-10 00:00:00,CNY,High Impact Expected,USD-Denominated Trade Balance,8.6,22.5,19.5
254,2008-03-10 04:30:00,GBP,High Impact Expected,Manufacturing Production m/m,0.4,0.1,-0.2
255,2008-03-10 04:30:00,GBP,High Impact Expected,PPI Input m/m,1.7,1.5,2.6
256,2008-03-10 07:15:00,CAD,High Impact Expected,Housing Starts,257.0,204.0,223.0
257,2008-03-10 19:30:00,AUD,High Impact Expected,Home Loans m/m,2.3,0.9,0.4
258,2008-03-11 05:00:00,EUR,High Impact Expected,German ZEW Economic Sentiment,-32.0,-39.5,-39.5
259,2008-03-11 07:30:00,CAD,High Impact Expected,Trade Balance,3.3,2.6,2.3
260,2008-03-11 07:30:00,USD,High Impact Expected,Trade Balance,-58.2,-59.5,-57.9
261,2008-03-11 08:30:00,USD,High Impact Expected,Fed Announcement,0.0,0.0,0.0
262,2008-03-12 10:30:00,EUR,High Impact Expected,ECB President Trichet Speaks,0.0,0.0,0.0
263,2008-03-12 16:45:00,NZD,High Impact Expected,Core Retail Sales m/m,0.3,0.1,0.2
264,2008-03-12 16:45:00,NZD,High Impact Expected,Retail Sales m/m,0.3,0.3,0.1
265,2008-03-12 19:30:00,AUD,High Impact Expected,Employment Change,36.7,15.0,31.4
266,2008-03-12 21:00:00,CNY,High Impact Expected,Industrial Production y/y,15.4,16.9,17.4
267,2008-03-13 07:30:00,USD,High Impact Expected,Core Retail Sales m/m,-0.2,0.2,0.5
268,2008-03-13 07:30:00,USD,High Impact Expected,Retail Sales m/m,-0.6,0.2,0.4
269,2008-03-13 08:00:00,CHF,High Impact Expected,Libor Rate,2.75,2.75,2.75
270,2008-03-13 08:00:00,CHF,High Impact Expected,SNB Monetary Policy Assessment,0.0,0.0,0.0
271,2008-03-14 00:00:00,AUD,High Impact Expected,RBA Gov Stevens Speaks,0.0,0.0,0.0
272,2008-03-14 07:30:00,USD,High Impact Expected,Core CPI m/m,0.0,0.2,0.3
273,2008-03-14 08:55:00,USD,High Impact Expected,Prelim UoM Consumer Sentiment,70.5,69.0,70.8
274,2008-03-14 12:00:00,USD,High Impact Expected,Fed Chairman Bernanke Speaks,0.0,0.0,0.0
275,2008-03-17 08:00:00,USD,High Impact Expected,TIC Long-Term Purchases,62.0,60.0,56.5
276,2008-03-17 12:00:00,USD,High Impact Expected,Fed Announcement,0.0,0.0,0.0
277,2008-03-17 19:30:00,AUD,High Impact Expected,Monetary Policy Meeting Minutes,0.0,0.0,0.0
278,2008-03-18 04:30:00,GBP,High Impact Expected,CPI y/y,2.5,2.5,2.2
279,2008-03-18 06:00:00,CAD,High Impact Expected,Core CPI m/m,0.5,0.3,0.1
280,2008-03-18 07:30:00,USD,High Impact Expected,Building Permits,0.98,1.02,1.06
281,2008-03-18 07:30:00,USD,High Impact Expected,PPI m/m,0.3,0.3,1.0
