date_time,deal,symbol,order_type,direction,volume,price,take_profit,stop_loss,order_num,commission,swap,profit,balance,comment
2018-01-08 03:09:40,2,EURUSD,buy,in,0.1,1.20468,1.20967,,2,0.0,0.0,0.0,5000.0,
2018-01-10 20:00:00,3,EURUSD,sell,out,0.1,1.19601,,,3,0.0,-0.14,-86.7,4913.16,
2018-01-10 20:00:20,4,EURUSD,sell,in,0.1,1.19592,1.1909299999999998,,4,0.0,0.0,0.0,4913.16,
2018-01-17 18:00:00,5,EURUSD,buy,out,0.1,1.2242,,,5,0.0,-0.7,-282.8,4629.66,
2018-01-17 18:00:20,6,EURUSD,buy,in,0.1,1.2242899999999999,1.22928,,6,0.0,0.0,0.0,4629.66,
2018-01-17 21:37:20,7,EURUSD,sell,out,0.1,1.22581,,,7,0.0,0.0,15.2,4644.86,sl 1.22581
2018-01-19 15:04:40,8,EURUSD,sell,in,0.1,1.22507,1.2200799999999998,,8,0.0,0.0,0.0,4644.86,
2018-01-22 00:00:00,9,EURUSD,buy,out,0.1,1.2245,,,9,0.0,-0.1,5.7,4650.46,sl 1.22450
2018-01-22 10:09:20,10,EURUSD,buy,in,0.1,1.22458,1.22957,,10,0.0,0.0,0.0,4650.46,
2018-01-23 07:00:00,11,EURUSD,sell,out,0.1,1.22596,,,11,0.0,-0.07,13.8,4664.19,
2018-01-23 07:29:40,12,EURUSD,sell,in,0.1,1.22517,1.2201799999999998,,12,0.0,0.0,0.0,4664.19,
2018-01-29 09:07:40,13,EURUSD,buy,out,0.1,1.24271,,,13,0.0,-0.6,-175.4,4488.19,
2018-01-29 09:08:20,14,EURUSD,buy,in,0.1,1.2429,1.24789,,14,0.0,0.0,0.0,4488.19,
2018-01-30 20:08:40,15,EURUSD,sell,out,0.1,1.2398799999999999,,,15,0.0,-0.07,-30.2,4457.92,
2018-01-30 20:09:40,16,EURUSD,sell,in,0.1,1.23956,1.2345700000000002,,16,0.0,0.0,0.0,4457.92,
2018-02-05 04:45:20,17,EURUSD,buy,out,0.1,1.2459200000000001,,,17,0.0,-0.6,-63.6,4393.72,
2018-02-06 19:07:40,18,EURUSD,buy,in,0.1,1.23869,1.24368,,18,0.0,0.0,0.0,4393.72,
2018-02-12 12:00:00,19,EURUSD,sell,out,0.1,1.2263700000000002,,,19,0.0,-0.42,-123.2,4270.1,
2018-02-12 12:00:20,20,EURUSD,sell,in,0.1,1.2263700000000002,1.22138,,20,0.0,0.0,0.0,4270.1,
2018-02-19 04:00:00,21,EURUSD,buy,out,0.1,1.24339,,,21,0.0,-0.7,-170.2,4099.2,
2018-02-23 04:26:40,22,EURUSD,sell,in,0.1,1.2314100000000001,1.22642,,22,0.0,0.0,0.0,4099.2,
2018-02-23 10:36:40,23,EURUSD,buy,out,0.1,1.23099,,,23,0.0,0.0,4.2,4103.4,sl 1.23099
2018-02-26 04:00:40,24,EURUSD,buy,in,0.1,1.2300200000000001,1.23501,,24,0.0,0.0,0.0,4103.4,
2018-02-26 12:43:40,25,EURUSD,sell,out,0.1,1.23501,,,25,0.0,0.0,49.9,4153.3,tp 1.23501
2018-02-26 16:00:00,26,EURUSD,sell,in,0.1,1.2305,1.22551,,26,0.0,0.0,0.0,4153.3,
2018-02-27 17:05:40,27,EURUSD,buy,out,0.1,1.22551,,,27,0.0,-0.1,49.9,4203.1,tp 1.22551
2018-03-01 17:34:40,28,EURUSD,buy,in,0.1,1.22015,1.22514,,28,0.0,0.0,0.0,4203.1,
2018-03-01 21:56:40,29,EURUSD,sell,out,0.1,1.22514,,,29,0.0,0.0,49.9,4253.0,tp 1.22514
2018-03-13 06:43:40,30,EURUSD,sell,in,0.1,1.2327,1.22771,,30,0.0,0.0,0.0,4253.0,
2018-03-16 04:08:40,31,EURUSD,buy,out,0.1,1.2304,,,31,0.0,-0.5,23.0,4275.5,
2018-03-23 15:34:59,32,EURUSD,sell,in,0.1,1.23251,1.2275200000000002,,32,0.0,0.0,0.0,4275.5,
2018-03-28 02:00:00,33,EURUSD,buy,out,0.1,1.24062,,,33,0.0,-0.3,-81.1,4194.1,
2018-04-05 14:00:00,34,EURUSD,buy,in,0.1,1.22799,1.23298,,34,0.0,0.0,0.0,4194.1,
2018-04-09 03:07:40,35,EURUSD,sell,out,0.1,1.22688,,,35,0.0,-0.14,-11.1,4182.86,
2018-04-13 16:44:40,36,EURUSD,buy,in,0.1,1.23312,1.23811,,36,0.0,0.0,0.0,4182.86,
2018-04-16 15:54:40,37,EURUSD,sell,out,0.1,1.23811,,,37,0.0,-0.07,49.9,4232.69,tp 1.23811
2018-04-30 10:39:40,38,EURUSD,sell,in,0.1,1.21085,1.20586,,38,0.0,0.0,0.0,4232.69,
2018-04-30 19:31:40,39,EURUSD,buy,out,0.1,1.2094200000000002,,,39,0.0,0.0,14.3,4246.99,sl 1.20942
2018-05-02 21:14:40,40,EURUSD,buy,in,0.1,1.20208,1.20707,,40,0.0,0.0,0.0,4246.99,
2018-05-11 03:00:00,41,EURUSD,sell,out,0.1,1.19137,,,41,0.0,-0.77,-107.1,4139.12,
2018-05-22 07:40:20,42,EURUSD,sell,in,0.1,1.17751,1.17252,,42,0.0,0.0,0.0,4139.12,
2018-05-23 10:30:40,43,EURUSD,buy,out,0.1,1.17252,,,43,0.0,-0.1,49.9,4188.92,tp 1.17252
2018-05-25 12:15:40,44,EURUSD,buy,in,0.1,1.17188,1.17686,,44,0.0,0.0,0.0,4188.92,
2018-05-31 03:12:40,45,EURUSD,sell,out,0.1,1.16563,,,45,0.0,-0.42,-62.5,4126.0,
2018-06-01 14:50:40,46,EURUSD,sell,in,0.1,1.16832,1.16333,,46,0.0,0.0,0.0,4126.0,
2018-06-01 15:37:40,47,EURUSD,buy,out,0.1,1.16777,,,47,0.0,0.0,5.5,4131.5,sl 1.16777
2018-06-04 03:02:40,48,EURUSD,buy,in,0.1,1.16725,1.1722299999999999,,48,0.0,0.0,0.0,4131.5,
2018-06-04 11:09:40,49,EURUSD,sell,out,0.1,1.16849,,,49,0.0,0.0,12.4,4143.9,sl 1.16849
2018-06-04 18:09:40,50,EURUSD,sell,in,0.1,1.16943,1.16444,,50,0.0,0.0,0.0,4143.9,
2018-06-05 18:11:20,51,EURUSD,buy,out,0.1,1.1682700000000001,,,51,0.0,-0.1,11.6,4155.4,sl 1.16827
2018-06-11 12:01:40,52,EURUSD,sell,in,0.1,1.17802,1.17303,,52,0.0,0.0,0.0,4155.4,
2018-06-12 05:56:40,53,EURUSD,buy,out,0.1,1.17711,,,53,0.0,-0.1,9.1,4164.4,sl 1.17711
2018-06-12 10:02:40,54,EURUSD,buy,in,0.1,1.1779600000000001,1.1829399999999999,,54,0.0,0.0,0.0,4164.4,
2018-06-14 09:00:40,55,EURUSD,sell,out,0.1,1.1797600000000001,,,55,0.0,-0.28,18.0,4182.12,
2018-06-14 14:47:40,56,EURUSD,sell,in,0.1,1.1788399999999999,1.17385,,56,0.0,0.0,0.0,4182.12,
2018-06-14 15:00:40,57,EURUSD,buy,out,0.1,1.17385,,,57,0.0,0.0,49.9,4232.02,tp 1.17385
2018-06-19 09:03:40,58,EURUSD,sell,in,0.1,1.1614200000000001,1.1564299999999998,,58,0.0,0.0,0.0,4232.02,
2018-06-19 11:24:40,59,EURUSD,buy,out,0.1,1.1564299999999998,,,59,0.0,0.0,49.9,4281.92,tp 1.15643
2018-06-20 10:40:40,60,EURUSD,buy,in,0.1,1.15832,1.16331,,60,0.0,0.0,0.0,4281.92,
2018-06-21 17:46:20,61,EURUSD,sell,out,0.1,1.16331,,,61,0.0,-0.21,49.9,4331.61,tp 1.16331
2018-06-22 17:27:40,62,EURUSD,sell,in,0.1,1.1619,1.15691,,62,0.0,0.0,0.0,4331.61,
2018-06-27 04:00:00,63,EURUSD,buy,out,0.1,1.16545,,,63,0.0,-0.3,-35.5,4295.81,
2018-06-29 03:40:40,64,EURUSD,buy,in,0.1,1.15762,1.1626100000000001,,64,0.0,0.0,0.0,4295.81,
2018-06-29 05:39:40,65,EURUSD,sell,out,0.1,1.1626100000000001,,,65,0.0,0.0,49.9,4345.71,tp 1.16261
2018-07-02 23:10:40,66,EURUSD,buy,in,0.1,1.16362,1.16861,,66,0.0,0.0,0.0,4345.71,
2018-07-03 16:17:20,67,EURUSD,sell,out,0.1,1.16431,,,67,0.0,-0.07,6.9,4352.54,sl 1.16431
2018-07-03 19:18:40,68,EURUSD,sell,in,0.1,1.1643,1.15931,,68,0.0,0.0,0.0,4352.54,
2018-07-10 19:13:40,69,EURUSD,buy,out,0.1,1.1733,,,69,0.0,-0.7,-90.0,4261.84,
2018-07-10 19:28:40,70,EURUSD,buy,in,0.1,1.1737600000000001,1.17875,,70,0.0,0.0,0.0,4261.84,
2018-07-16 19:28:40,71,EURUSD,sell,out,0.1,1.17061,,,71,0.0,-0.42,-31.5,4229.92,
2018-07-17 14:15:20,72,EURUSD,sell,in,0.1,1.17126,1.1662700000000001,,72,0.0,0.0,0.0,4229.92,
2018-07-17 18:59:40,73,EURUSD,buy,out,0.1,1.1662700000000001,,,73,0.0,0.0,49.9,4279.82,tp 1.16627
2018-07-19 20:02:40,74,EURUSD,buy,in,0.1,1.16346,1.16845,,74,0.0,0.0,0.0,4279.82,
2018-07-19 20:49:40,75,EURUSD,sell,out,0.1,1.16485,,,75,0.0,0.0,13.9,4293.72,sl 1.16485
2018-07-19 20:49:40,76,EURUSD,buy,in,0.1,1.16469,1.1696799999999998,,76,0.0,0.0,0.0,4293.72,
2018-07-20 11:00:00,77,EURUSD,sell,out,0.1,1.16408,,,77,0.0,-0.07,-6.1,4287.55,
2018-07-20 11:00:40,78,EURUSD,sell,in,0.1,1.164,1.1590200000000002,,78,0.0,0.0,0.0,4287.55,
2018-07-24 05:00:40,79,EURUSD,buy,out,0.1,1.17008,,,79,0.0,-0.2,-60.8,4226.55,
2018-07-24 05:01:59,80,EURUSD,buy,in,0.1,1.17008,1.175,,80,0.0,0.0,0.0,4226.55,
2018-07-26 09:07:40,81,EURUSD,sell,out,0.1,1.1726,,,81,0.0,-0.28,25.2,4251.47,
2018-07-31 16:10:40,82,EURUSD,sell,in,0.1,1.17077,1.16585,,82,0.0,0.0,0.0,4251.47,
2018-08-01 11:00:40,83,EURUSD,buy,out,0.1,1.16887,,,83,0.0,-0.1,19.0,4270.37,
2018-08-06 18:26:40,84,EURUSD,buy,in,0.1,1.15667,1.16159,,84,0.0,0.0,0.0,4270.37,
2018-08-07 20:59:40,85,EURUSD,sell,out,0.1,1.1583,,,85,0.0,-0.07,16.3,4286.6,
2018-08-08 11:04:40,86,EURUSD,sell,in,0.1,1.15982,1.1549,,86,0.0,0.0,0.0,4286.6,
2018-08-09 21:55:40,87,EURUSD,buy,out,0.1,1.1549,,,87,0.0,-0.3,49.2,4335.5,tp 1.15490
2018-08-15 18:09:40,88,EURUSD,buy,in,0.1,1.13426,1.1391799999999999,,88,0.0,0.0,0.0,4335.5,
2018-08-16 08:29:40,89,EURUSD,sell,out,0.1,1.1391799999999999,,,89,0.0,-0.21,49.2,4384.49,tp 1.13918
2018-08-16 19:43:40,90,EURUSD,sell,in,0.1,1.13662,1.1317,,90,0.0,0.0,0.0,4384.49,
2018-08-24 05:00:00,91,EURUSD,buy,out,0.1,1.15455,,,91,0.0,-0.8,-179.3,4204.39,
2018-08-24 05:50:40,92,EURUSD,buy,in,0.1,1.15596,1.16088,,92,0.0,0.0,0.0,4204.39,
2018-08-24 17:01:40,93,EURUSD,sell,out,0.1,1.16088,,,93,0.0,0.0,49.2,4253.59,tp 1.16088
2018-08-29 17:00:00,94,EURUSD,buy,in,0.1,1.16898,1.1739,,94,0.0,0.0,0.0,4253.59,
2018-08-30 06:00:00,95,EURUSD,sell,out,0.1,1.17006,,,95,0.0,-0.21,10.8,4264.18,
2018-09-04 19:48:40,96,EURUSD,buy,in,0.1,1.1585299999999998,1.16345,,96,0.0,0.0,0.0,4264.18,
2018-09-05 16:17:40,97,EURUSD,sell,out,0.1,1.16345,,,97,0.0,-0.07,49.2,4313.31,tp 1.16345
2018-09-11 13:03:40,98,EURUSD,sell,in,0.1,1.15925,1.1543299999999999,,98,0.0,0.0,0.0,4313.31,
2018-09-17 06:00:00,99,EURUSD,buy,out,0.1,1.16356,,,99,0.0,-0.6,-43.1,4269.61,
2018-09-18 10:43:40,100,EURUSD,sell,in,0.1,1.1673,1.16238,,100,0.0,0.0,0.0,4269.61,
2018-09-19 08:00:00,101,EURUSD,buy,out,0.1,1.16755,,,101,0.0,-0.1,-2.5,4267.01,
2018-09-24 11:02:40,102,EURUSD,buy,in,0.1,1.17524,1.18016,,102,0.0,0.0,0.0,4267.01,
2018-09-24 16:10:20,103,EURUSD,sell,out,0.1,1.18016,,,103,0.0,0.0,49.2,4316.21,tp 1.18016
2018-09-24 21:03:40,104,EURUSD,sell,in,0.1,1.17559,1.17067,,104,0.0,0.0,0.0,4316.21,
2018-09-25 09:39:59,105,EURUSD,buy,out,0.1,1.1763299999999999,,,105,0.0,-0.1,-7.4,4308.71,
2018-09-25 21:00:00,106,EURUSD,sell,in,0.1,1.17626,1.17134,,106,0.0,0.0,0.0,4308.71,
2018-09-26 18:55:40,107,EURUSD,buy,out,0.1,1.17564,,,107,0.0,-0.1,6.2,4314.81,sl 1.17564
2018-09-26 20:15:40,108,EURUSD,buy,in,0.1,1.17638,1.1813,,108,0.0,0.0,0.0,4314.81,
2018-09-26 21:08:40,109,EURUSD,sell,out,0.1,1.17674,,,109,0.0,0.0,3.6,4318.41,sl 1.17674
2018-09-27 03:03:40,110,EURUSD,buy,in,0.1,1.17539,1.18031,,110,0.0,0.0,0.0,4318.41,
